0-1 , PLN/MWh , 111.57 , MWh , 3 465.80 , 
13-14 , PLN/MWh , 145.08 , MWh , 1 889.90 , 
14-15 , PLN/MWh , 136.12 , MWh , 1 747.00 , 
15-16 , PLN/MWh , 131.76 , MWh , 1 791.20 , 
16-17 , PLN/MWh , 129.86 , MWh , 2 192.60 , 
17-18 , PLN/MWh , 124.89 , MWh , 2 407.80 , 
18-19 , PLN/MWh , 126.06 , MWh , 2 380.50 , 
19-20 , PLN/MWh , 130.94 , MWh , 2 107.20 , 
20-21 , PLN/MWh , 131.70 , MWh , 2 163.40 , 
21-22 , PLN/MWh , 137.56 , MWh , 2 373.70 , 
22-23 , PLN/MWh , 132.78 , MWh , 2 278.60 , 
23-24 , PLN/MWh , 129.36 , MWh , 2 459.50 , 
0-1 , PLN/MWh , 98.41 , MWh , 2 793.10 , 
1-2 , PLN/MWh , 90.40 , MWh , 2 965.40 , 
2-3 , PLN/MWh , 89.12 , MWh , 2 839.40 , 
3-4 , PLN/MWh , 88.75 , MWh , 2 675.50 , 
4-5 , PLN/MWh , 88.92 , MWh , 2 547.80 , 
5-6 , PLN/MWh , 97.68 , MWh , 2 097.10 , 
6-7 , PLN/MWh , 141.67 , MWh , 1 771.60 , 
7-8 , PLN/MWh , 154.91 , MWh , 1 680.50 , 
8-9 , PLN/MWh , 171.95 , MWh , 1 766.20 , 
9-10 , PLN/MWh , 187.08 , MWh , 1 948.20 , 
10-11 , PLN/MWh , 199.00 , MWh , 1 989.20 , 
11-12 , PLN/MWh , 209.63 , MWh , 2 162.70 , 
12-13 , PLN/MWh , 209.07 , MWh , 2 143.80 , 
13-14 , PLN/MWh , 231.79 , MWh , 2 224.60 , 
14-15 , PLN/MWh , 220.33 , MWh , 2 252.90 , 
15-16 , PLN/MWh , 194.68 , MWh , 2 561.30 , 
16-17 , PLN/MWh , 179.11 , MWh , 2 605.40 , 
17-18 , PLN/MWh , 174.23 , MWh , 2 430.00 , 
18-19 , PLN/MWh , 178.76 , MWh , 2 089.90 , 
19-20 , PLN/MWh , 177.59 , MWh , 2 267.40 , 
20-21 , PLN/MWh , 176.96 , MWh , 2 608.50 , 
21-22 , PLN/MWh , 171.67 , MWh , 2 540.80 , 
22-23 , PLN/MWh , 149.32 , MWh , 2 781.20 , 
23-24 , PLN/MWh , 137.72 , MWh , 2 552.60 , 
0-1 , PLN/MWh , 132.16 , MWh , 2 430.20 , 
1-2 , PLN/MWh , 131.24 , MWh , 2 645.90 , 
2-3 , PLN/MWh , 130.46 , MWh , 2 357.30 , 
3-4 , PLN/MWh , 131.69 , MWh , 1 945.30 , 
4-5 , PLN/MWh , 129.75 , MWh , 1 643.30 , 
5-6 , PLN/MWh , 133.09 , MWh , 1 381.30 , 
6-7 , PLN/MWh , 146.96 , MWh , 1 879.60 , 
7-8 , PLN/MWh , 162.16 , MWh , 1 974.30 , 
8-9 , PLN/MWh , 174.05 , MWh , 1 971.90 , 
9-10 , PLN/MWh , 175.67 , MWh , 2 018.60 , 
10-11 , PLN/MWh , 173.27 , MWh , 2 210.80 , 
11-12 , PLN/MWh , 164.96 , MWh , 2 520.30 , 
12-13 , PLN/MWh , 166.59 , MWh , 2 491.40 , 
13-14 , PLN/MWh , 163.58 , MWh , 2 467.10 , 
14-15 , PLN/MWh , 160.48 , MWh , 2 483.50 , 
15-16 , PLN/MWh , 160.45 , MWh , 2 471.60 , 
16-17 , PLN/MWh , 160.16 , MWh , 2 514.40 , 
17-18 , PLN/MWh , 154.69 , MWh , 2 672.60 , 
18-19 , PLN/MWh , 148.50 , MWh , 2 882.60 , 
19-20 , PLN/MWh , 147.91 , MWh , 2 964.60 , 
20-21 , PLN/MWh , 149.90 , MWh , 2 942.60 , 
21-22 , PLN/MWh , 147.06 , MWh , 2 963.00 , 
22-23 , PLN/MWh , 132.63 , MWh , 3 092.20 , 
23-24 , PLN/MWh , 123.79 , MWh , 2 467.70 , 
0-1 , PLN/MWh , 120.20 , MWh , 1 826.70 , 
1-2 , PLN/MWh , 110.20 , MWh , 2 343.70 , 
2-3 , PLN/MWh , 109.13 , MWh , 2 342.90 , 
3-4 , PLN/MWh , 108.98 , MWh , 2 375.00 , 
4-5 , PLN/MWh , 108.58 , MWh , 2 356.80 , 
5-6 , PLN/MWh , 112.38 , MWh , 2 202.80 , 
6-7 , PLN/MWh , 138.00 , MWh , 2 145.50 , 
7-8 , PLN/MWh , 155.55 , MWh , 2 196.90 , 
8-9 , PLN/MWh , 162.30 , MWh , 2 208.60 , 
9-10 , PLN/MWh , 165.94 , MWh , 2 073.00 , 
10-11 , PLN/MWh , 164.44 , MWh , 2 028.60 , 
11-12 , PLN/MWh , 175.49 , MWh , 2 080.90 , 
12-13 , PLN/MWh , 175.21 , MWh , 2 190.60 , 
13-14 , PLN/MWh , 174.49 , MWh , 2 197.20 , 
14-15 , PLN/MWh , 171.38 , MWh , 2 161.30 , 
15-16 , PLN/MWh , 164.77 , MWh , 2 052.20 , 
16-17 , PLN/MWh , 160.60 , MWh , 1 929.20 , 
17-18 , PLN/MWh , 159.55 , MWh , 1 934.70 , 
18-19 , PLN/MWh , 158.85 , MWh , 1 848.10 , 
19-20 , PLN/MWh , 159.72 , MWh , 1 770.40 , 
20-21 , PLN/MWh , 161.34 , MWh , 1 971.20 , 
21-22 , PLN/MWh , 160.82 , MWh , 1 973.60 , 
22-23 , PLN/MWh , 146.48 , MWh , 3 009.50 , 
23-24 , PLN/MWh , 129.22 , MWh , 2 719.80 , 
0-1 , PLN/MWh , 117.97 , MWh , 2 328.60 , 
1-2 , PLN/MWh , 112.94 , MWh , 2 154.00 , 
2-3 , PLN/MWh , 113.54 , MWh , 1 892.80 , 
3-4 , PLN/MWh , 113.93 , MWh , 1 775.30 , 
4-5 , PLN/MWh , 114.65 , MWh , 1 636.20 , 
5-6 , PLN/MWh , 118.21 , MWh , 1 997.30 , 
6-7 , PLN/MWh , 141.72 , MWh , 2 008.30 , 
7-8 , PLN/MWh , 158.67 , MWh , 2 594.50 , 
8-9 , PLN/MWh , 170.00 , MWh , 2 092.80 , 
9-10 , PLN/MWh , 172.28 , MWh , 2 321.10 , 
10-11 , PLN/MWh , 174.38 , MWh , 2 144.30 , 
11-12 , PLN/MWh , 176.46 , MWh , 2 368.90 , 
12-13 , PLN/MWh , 176.30 , MWh , 2 440.30 , 
13-14 , PLN/MWh , 176.12 , MWh , 2 349.80 , 
14-15 , PLN/MWh , 175.99 , MWh , 2 016.50 , 
15-16 , PLN/MWh , 179.55 , MWh , 1 927.30 , 
16-17 , PLN/MWh , 178.60 , MWh , 1 956.20 , 
17-18 , PLN/MWh , 180.34 , MWh , 2 011.60 , 
18-19 , PLN/MWh , 178.96 , MWh , 2 099.90 , 
19-20 , PLN/MWh , 180.88 , MWh , 2 342.00 , 
20-21 , PLN/MWh , 183.96 , MWh , 2 474.80 , 
21-22 , PLN/MWh , 180.44 , MWh , 2 406.70 , 
22-23 , PLN/MWh , 152.88 , MWh , 3 304.50 , 
23-24 , PLN/MWh , 144.05 , MWh , 3 138.00 , 
0-1 , PLN/MWh , 134.82 , MWh , 2 775.10 , 
1-2 , PLN/MWh , 128.46 , MWh , 2 774.90 , 
2-3 , PLN/MWh , 126.52 , MWh , 2 765.00 , 
3-4 , PLN/MWh , 127.03 , MWh , 2 762.10 , 
4-5 , PLN/MWh , 123.85 , MWh , 2 633.20 , 
5-6 , PLN/MWh , 129.17 , MWh , 2 881.10 , 
6-7 , PLN/MWh , 149.00 , MWh , 2 787.00 , 
7-8 , PLN/MWh , 175.00 , MWh , 2 600.60 , 
8-9 , PLN/MWh , 208.89 , MWh , 2 643.60 , 
9-10 , PLN/MWh , 216.92 , MWh , 2 732.20 , 
10-11 , PLN/MWh , 219.45 , MWh , 2 787.90 , 
11-12 , PLN/MWh , 221.77 , MWh , 3 075.90 , 
12-13 , PLN/MWh , 221.79 , MWh , 3 121.70 , 
13-14 , PLN/MWh , 215.49 , MWh , 2 975.10 , 
14-15 , PLN/MWh , 208.87 , MWh , 2 795.40 , 
15-16 , PLN/MWh , 196.23 , MWh , 2 759.20 , 
16-17 , PLN/MWh , 188.71 , MWh , 2 762.60 , 
17-18 , PLN/MWh , 169.69 , MWh , 2 517.80 , 
18-19 , PLN/MWh , 163.85 , MWh , 2 377.70 , 
19-20 , PLN/MWh , 162.79 , MWh , 2 250.40 , 
20-21 , PLN/MWh , 161.20 , MWh , 2 388.10 , 
21-22 , PLN/MWh , 160.05 , MWh , 2 672.60 , 
22-23 , PLN/MWh , 152.42 , MWh , 2 936.30 , 
23-24 , PLN/MWh , 135.13 , MWh , 2 651.60 , 
0-1 , PLN/MWh , 134.61 , MWh , 1 906.90 , 
1-2 , PLN/MWh , 133.52 , MWh , 1 562.20 , 
2-3 , PLN/MWh , 133.10 , MWh , 1 645.90 , 
3-4 , PLN/MWh , 132.98 , MWh , 1 801.50 , 
4-5 , PLN/MWh , 126.96 , MWh , 1 768.50 , 
5-6 , PLN/MWh , 128.26 , MWh , 1 982.60 , 
6-7 , PLN/MWh , 134.22 , MWh , 1 791.50 , 
7-8 , PLN/MWh , 150.79 , MWh , 2 116.50 , 
8-9 , PLN/MWh , 177.23 , MWh , 3 095.70 , 
9-10 , PLN/MWh , 252.71 , MWh , 3 365.00 , 
10-11 , PLN/MWh , 254.31 , MWh , 3 557.20 , 
11-12 , PLN/MWh , 264.29 , MWh , 3 703.80 , 
12-13 , PLN/MWh , 243.02 , MWh , 3 248.50 , 
13-14 , PLN/MWh , 201.29 , MWh , 3 031.70 , 
14-15 , PLN/MWh , 163.82 , MWh , 2 682.30 , 
15-16 , PLN/MWh , 151.40 , MWh , 2 441.50 , 
16-17 , PLN/MWh , 150.25 , MWh , 2 249.60 , 
17-18 , PLN/MWh , 150.49 , MWh , 2 428.00 , 
18-19 , PLN/MWh , 150.56 , MWh , 2 476.00 , 
19-20 , PLN/MWh , 161.81 , MWh , 2 988.90 , 
20-21 , PLN/MWh , 162.05 , MWh , 2 932.00 , 
21-22 , PLN/MWh , 164.75 , MWh , 3 007.00 , 
22-23 , PLN/MWh , 158.17 , MWh , 3 185.70 , 
23-24 , PLN/MWh , 139.78 , MWh , 3 114.60 , 
0-1 , PLN/MWh , 130.00 , MWh , 2 624.10 , 
1-2 , PLN/MWh , 122.20 , MWh , 2 919.80 , 
2-3 , PLN/MWh , 118.65 , MWh , 2 892.60 , 
3-4 , PLN/MWh , 116.51 , MWh , 2 695.10 , 
4-5 , PLN/MWh , 109.67 , MWh , 2 452.40 , 
5-6 , PLN/MWh , 112.12 , MWh , 2 408.90 , 
6-7 , PLN/MWh , 121.17 , MWh , 2 375.70 , 
7-8 , PLN/MWh , 130.58 , MWh , 2 328.10 , 
8-9 , PLN/MWh , 132.55 , MWh , 2 356.10 , 
9-10 , PLN/MWh , 151.43 , MWh , 2 872.00 , 
10-11 , PLN/MWh , 156.97 , MWh , 2 764.90 , 
11-12 , PLN/MWh , 159.05 , MWh , 2 703.00 , 
12-13 , PLN/MWh , 152.01 , MWh , 2 709.80 , 
13-14 , PLN/MWh , 148.28 , MWh , 2 588.00 , 
14-15 , PLN/MWh , 140.72 , MWh , 2 483.20 , 
15-16 , PLN/MWh , 133.38 , MWh , 2 451.20 , 
16-17 , PLN/MWh , 132.59 , MWh , 2 351.40 , 
17-18 , PLN/MWh , 134.71 , MWh , 2 416.10 , 
18-19 , PLN/MWh , 135.13 , MWh , 2 578.10 , 
19-20 , PLN/MWh , 149.52 , MWh , 2 990.50 , 
20-21 , PLN/MWh , 153.34 , MWh , 3 165.70 , 
21-22 , PLN/MWh , 152.75 , MWh , 2 898.00 , 
22-23 , PLN/MWh , 152.09 , MWh , 3 108.10 , 
23-24 , PLN/MWh , 129.28 , MWh , 2 524.10 , 
0-1 , PLN/MWh , 113.99 , MWh , 2 125.70 , 
1-2 , PLN/MWh , 105.79 , MWh , 2 300.80 , 
2-3 , PLN/MWh , 104.19 , MWh , 2 332.00 , 
3-4 , PLN/MWh , 104.85 , MWh , 2 215.60 , 
4-5 , PLN/MWh , 103.81 , MWh , 2 208.20 , 
5-6 , PLN/MWh , 104.87 , MWh , 2 376.10 , 
6-7 , PLN/MWh , 128.93 , MWh , 1 710.80 , 
7-8 , PLN/MWh , 145.27 , MWh , 1 966.00 , 
8-9 , PLN/MWh , 156.34 , MWh , 2 084.90 , 
9-10 , PLN/MWh , 158.59 , MWh , 2 343.50 , 
10-11 , PLN/MWh , 157.27 , MWh , 2 321.50 , 
11-12 , PLN/MWh , 156.01 , MWh , 2 418.70 , 
12-13 , PLN/MWh , 156.25 , MWh , 2 422.30 , 
13-14 , PLN/MWh , 154.37 , MWh , 2 342.80 , 
14-15 , PLN/MWh , 149.71 , MWh , 2 470.30 , 
15-16 , PLN/MWh , 147.17 , MWh , 2 609.70 , 
16-17 , PLN/MWh , 144.22 , MWh , 2 453.40 , 
17-18 , PLN/MWh , 140.64 , MWh , 2 434.30 , 
18-19 , PLN/MWh , 139.08 , MWh , 2 533.00 , 
19-20 , PLN/MWh , 144.48 , MWh , 2 611.20 , 
20-21 , PLN/MWh , 147.29 , MWh , 2 486.60 , 
21-22 , PLN/MWh , 146.42 , MWh , 2 544.70 , 
22-23 , PLN/MWh , 132.52 , MWh , 2 644.50 , 
23-24 , PLN/MWh , 118.88 , MWh , 2 665.70 , 
0-1 , PLN/MWh , 108.29 , MWh , 3 243.60 , 
1-2 , PLN/MWh , 103.35 , MWh , 3 107.00 , 
2-3 , PLN/MWh , 98.36 , MWh , 3 021.90 , 
3-4 , PLN/MWh , 96.98 , MWh , 3 025.30 , 
4-5 , PLN/MWh , 91.60 , MWh , 3 142.10 , 
5-6 , PLN/MWh , 97.93 , MWh , 3 168.00 , 
6-7 , PLN/MWh , 123.61 , MWh , 3 120.40 , 
7-8 , PLN/MWh , 133.24 , MWh , 3 837.60 , 
8-9 , PLN/MWh , 141.74 , MWh , 3 331.40 , 
9-10 , PLN/MWh , 143.36 , MWh , 3 312.90 , 
10-11 , PLN/MWh , 139.09 , MWh , 3 401.80 , 
11-12 , PLN/MWh , 142.59 , MWh , 3 789.90 , 
12-13 , PLN/MWh , 143.64 , MWh , 3 642.60 , 
13-14 , PLN/MWh , 145.05 , MWh , 3 322.70 , 
14-15 , PLN/MWh , 143.43 , MWh , 3 451.20 , 
15-16 , PLN/MWh , 141.22 , MWh , 3 506.10 , 
16-17 , PLN/MWh , 139.35 , MWh , 3 474.40 , 
17-18 , PLN/MWh , 143.35 , MWh , 3 286.50 , 
18-19 , PLN/MWh , 147.54 , MWh , 3 248.30 , 
19-20 , PLN/MWh , 153.90 , MWh , 3 261.80 , 
20-21 , PLN/MWh , 152.44 , MWh , 3 330.00 , 
21-22 , PLN/MWh , 150.46 , MWh , 3 354.50 , 
22-23 , PLN/MWh , 144.30 , MWh , 3 590.50 , 
23-24 , PLN/MWh , 130.24 , MWh , 3 422.90 , 
0-1 , PLN/MWh , 129.84 , MWh , 2 276.10 , 
1-2 , PLN/MWh , 126.81 , MWh , 2 431.30 , 
2-3 , PLN/MWh , 119.61 , MWh , 2 338.80 , 
3-4 , PLN/MWh , 119.73 , MWh , 2 271.80 , 
4-5 , PLN/MWh , 118.26 , MWh , 2 234.40 , 
5-6 , PLN/MWh , 128.28 , MWh , 2 164.50 , 
6-7 , PLN/MWh , 140.41 , MWh , 2 290.40 , 
7-8 , PLN/MWh , 155.47 , MWh , 2 518.90 , 
8-9 , PLN/MWh , 169.53 , MWh , 2 088.40 , 
9-10 , PLN/MWh , 171.38 , MWh , 1 983.40 , 
10-11 , PLN/MWh , 166.55 , MWh , 1 987.20 , 
11-12 , PLN/MWh , 165.92 , MWh , 1 964.70 , 
12-13 , PLN/MWh , 163.85 , MWh , 2 265.00 , 
13-14 , PLN/MWh , 163.75 , MWh , 2 166.30 , 
14-15 , PLN/MWh , 159.39 , MWh , 2 004.70 , 
15-16 , PLN/MWh , 158.16 , MWh , 2 058.40 , 
16-17 , PLN/MWh , 157.16 , MWh , 2 029.50 , 
17-18 , PLN/MWh , 161.81 , MWh , 1 662.10 , 
18-19 , PLN/MWh , 167.86 , MWh , 1 877.20 , 
19-20 , PLN/MWh , 170.99 , MWh , 2 033.90 , 
20-21 , PLN/MWh , 174.03 , MWh , 1 894.00 , 
21-22 , PLN/MWh , 168.27 , MWh , 1 784.60 , 
22-23 , PLN/MWh , 157.10 , MWh , 3 418.20 , 
23-24 , PLN/MWh , 148.99 , MWh , 3 678.20 , 
0-1 , PLN/MWh , 138.71 , MWh , 2 801.10 , 
1-2 , PLN/MWh , 132.96 , MWh , 2 474.50 , 
2-3 , PLN/MWh , 131.36 , MWh , 2 280.20 , 
3-4 , PLN/MWh , 131.74 , MWh , 2 189.90 , 
4-5 , PLN/MWh , 131.01 , MWh , 2 074.00 , 
5-6 , PLN/MWh , 130.32 , MWh , 2 235.90 , 
6-7 , PLN/MWh , 133.60 , MWh , 2 078.40 , 
7-8 , PLN/MWh , 140.42 , MWh , 2 427.40 , 
8-9 , PLN/MWh , 147.45 , MWh , 2 376.80 , 
9-10 , PLN/MWh , 148.11 , MWh , 2 636.60 , 
10-11 , PLN/MWh , 146.85 , MWh , 2 566.20 , 
11-12 , PLN/MWh , 146.06 , MWh , 2 776.70 , 
12-13 , PLN/MWh , 146.40 , MWh , 2 973.40 , 
13-14 , PLN/MWh , 146.78 , MWh , 2 924.10 , 
14-15 , PLN/MWh , 144.85 , MWh , 2 649.80 , 
15-16 , PLN/MWh , 142.20 , MWh , 2 716.60 , 
16-17 , PLN/MWh , 140.23 , MWh , 2 733.10 , 
17-18 , PLN/MWh , 144.24 , MWh , 2 887.20 , 
18-19 , PLN/MWh , 148.89 , MWh , 2 966.10 , 
19-20 , PLN/MWh , 153.91 , MWh , 3 534.00 , 
20-21 , PLN/MWh , 151.91 , MWh , 3 246.70 , 
21-22 , PLN/MWh , 151.43 , MWh , 3 248.10 , 
22-23 , PLN/MWh , 150.49 , MWh , 3 343.20 , 
23-24 , PLN/MWh , 133.22 , MWh , 2 849.70 , 
0-1 , PLN/MWh , 130.10 , MWh , 2 581.10 , 
1-2 , PLN/MWh , 125.23 , MWh , 2 281.60 , 
2-3 , PLN/MWh , 118.69 , MWh , 2 151.20 , 
3-4 , PLN/MWh , 118.37 , MWh , 2 075.80 , 
4-5 , PLN/MWh , 114.01 , MWh , 2 170.90 , 
5-6 , PLN/MWh , 118.97 , MWh , 2 155.20 , 
6-7 , PLN/MWh , 136.05 , MWh , 2 102.00 , 
7-8 , PLN/MWh , 148.63 , MWh , 2 641.20 , 
8-9 , PLN/MWh , 160.80 , MWh , 2 340.50 , 
9-10 , PLN/MWh , 166.09 , MWh , 2 579.60 , 
10-11 , PLN/MWh , 155.81 , MWh , 2 317.10 , 
11-12 , PLN/MWh , 152.66 , MWh , 2 429.20 , 
12-13 , PLN/MWh , 150.06 , MWh , 2 659.10 , 
13-14 , PLN/MWh , 148.85 , MWh , 2 550.00 , 
14-15 , PLN/MWh , 145.13 , MWh , 2 818.60 , 
15-16 , PLN/MWh , 144.20 , MWh , 3 011.70 , 
16-17 , PLN/MWh , 142.14 , MWh , 3 139.40 , 
17-18 , PLN/MWh , 140.96 , MWh , 3 042.70 , 
18-19 , PLN/MWh , 142.10 , MWh , 2 886.80 , 
19-20 , PLN/MWh , 144.02 , MWh , 2 680.30 , 
20-21 , PLN/MWh , 144.21 , MWh , 2 689.30 , 
21-22 , PLN/MWh , 144.16 , MWh , 2 809.40 , 
22-23 , PLN/MWh , 139.87 , MWh , 2 240.80 , 
23-24 , PLN/MWh , 131.37 , MWh , 2 067.90 , 
0-1 , PLN/MWh , 114.36 , MWh , 2 190.50 , 
1-2 , PLN/MWh , 110.97 , MWh , 2 432.30 , 
2-3 , PLN/MWh , 108.75 , MWh , 2 501.50 , 
3-4 , PLN/MWh , 106.50 , MWh , 2 353.00 , 
4-5 , PLN/MWh , 94.45 , MWh , 2 414.40 , 
5-6 , PLN/MWh , 94.10 , MWh , 2 421.80 , 
6-7 , PLN/MWh , 117.10 , MWh , 1 690.30 , 
7-8 , PLN/MWh , 135.74 , MWh , 2 359.60 , 
8-9 , PLN/MWh , 148.48 , MWh , 2 127.40 , 
9-10 , PLN/MWh , 157.35 , MWh , 2 558.10 , 
10-11 , PLN/MWh , 166.86 , MWh , 2 964.30 , 
11-12 , PLN/MWh , 169.41 , MWh , 3 055.90 , 
12-13 , PLN/MWh , 183.76 , MWh , 2 882.80 , 
13-14 , PLN/MWh , 176.93 , MWh , 2 768.20 , 
14-15 , PLN/MWh , 165.05 , MWh , 2 660.30 , 
15-16 , PLN/MWh , 153.49 , MWh , 2 508.70 , 
16-17 , PLN/MWh , 149.41 , MWh , 2 459.30 , 
17-18 , PLN/MWh , 149.90 , MWh , 2 436.00 , 
18-19 , PLN/MWh , 151.65 , MWh , 2 508.80 , 
19-20 , PLN/MWh , 155.53 , MWh , 2 441.00 , 
20-21 , PLN/MWh , 156.57 , MWh , 2 411.20 , 
21-22 , PLN/MWh , 157.25 , MWh , 2 499.60 , 
22-23 , PLN/MWh , 149.22 , MWh , 2 353.80 , 
23-24 , PLN/MWh , 136.51 , MWh , 2 125.90 , 
0-1 , PLN/MWh , 132.72 , MWh , 2 887.60 , 
1-2 , PLN/MWh , 131.28 , MWh , 2 621.00 , 
2-3 , PLN/MWh , 130.29 , MWh , 2 843.50 , 
3-4 , PLN/MWh , 126.50 , MWh , 2 786.70 , 
4-5 , PLN/MWh , 120.77 , MWh , 2 563.20 , 
5-6 , PLN/MWh , 121.59 , MWh , 2 668.90 , 
6-7 , PLN/MWh , 130.56 , MWh , 2 452.90 , 
7-8 , PLN/MWh , 130.99 , MWh , 2 181.80 , 
8-9 , PLN/MWh , 146.00 , MWh , 2 487.20 , 
9-10 , PLN/MWh , 149.09 , MWh , 2 700.30 , 
10-11 , PLN/MWh , 155.55 , MWh , 2 784.70 , 
11-12 , PLN/MWh , 156.59 , MWh , 2 719.10 , 
12-13 , PLN/MWh , 154.88 , MWh , 2 704.90 , 
13-14 , PLN/MWh , 153.17 , MWh , 2 616.80 , 
14-15 , PLN/MWh , 148.72 , MWh , 2 449.90 , 
15-16 , PLN/MWh , 146.41 , MWh , 2 410.50 , 
16-17 , PLN/MWh , 145.68 , MWh , 2 424.40 , 
17-18 , PLN/MWh , 146.00 , MWh , 2 510.40 , 
18-19 , PLN/MWh , 148.39 , MWh , 2 710.70 , 
19-20 , PLN/MWh , 157.54 , MWh , 2 896.40 , 
20-21 , PLN/MWh , 160.38 , MWh , 3 154.30 , 
21-22 , PLN/MWh , 164.46 , MWh , 3 219.00 , 
22-23 , PLN/MWh , 160.20 , MWh , 3 895.10 , 
23-24 , PLN/MWh , 144.79 , MWh , 3 885.20 , 
0-1 , PLN/MWh , 137.65 , MWh , 2 309.60 , 
1-2 , PLN/MWh , 132.86 , MWh , 2 365.20 , 
2-3 , PLN/MWh , 131.76 , MWh , 2 405.00 , 
3-4 , PLN/MWh , 132.16 , MWh , 2 315.10 , 
4-5 , PLN/MWh , 127.35 , MWh , 2 383.60 , 
5-6 , PLN/MWh , 132.60 , MWh , 2 272.60 , 
6-7 , PLN/MWh , 150.81 , MWh , 2 594.80 , 
7-8 , PLN/MWh , 179.43 , MWh , 1 286.60 , 
8-9 , PLN/MWh , 201.94 , MWh , 1 657.60 , 
9-10 , PLN/MWh , 204.20 , MWh , 1 888.00 , 
10-11 , PLN/MWh , 201.94 , MWh , 1 785.20 , 
11-12 , PLN/MWh , 204.45 , MWh , 1 857.70 , 
12-13 , PLN/MWh , 204.18 , MWh , 1 878.10 , 
13-14 , PLN/MWh , 204.30 , MWh , 1 887.80 , 
14-15 , PLN/MWh , 198.75 , MWh , 1 774.80 , 
15-16 , PLN/MWh , 182.00 , MWh , 1 694.30 , 
16-17 , PLN/MWh , 179.01 , MWh , 1 727.90 , 
17-18 , PLN/MWh , 180.51 , MWh , 1 483.40 , 
18-19 , PLN/MWh , 181.53 , MWh , 1 616.30 , 
19-20 , PLN/MWh , 187.87 , MWh , 1 952.00 , 
20-21 , PLN/MWh , 184.30 , MWh , 1 783.40 , 
21-22 , PLN/MWh , 182.44 , MWh , 1 785.80 , 
22-23 , PLN/MWh , 163.10 , MWh , 3 498.50 , 
23-24 , PLN/MWh , 150.99 , MWh , 3 039.00 , 
0-1 , PLN/MWh , 144.62 , MWh , 2 447.30 , 
1-2 , PLN/MWh , 134.60 , MWh , 2 230.00 , 
2-3 , PLN/MWh , 132.34 , MWh , 1 946.70 , 
3-4 , PLN/MWh , 130.56 , MWh , 1 831.00 , 
4-5 , PLN/MWh , 128.62 , MWh , 1 661.80 , 
5-6 , PLN/MWh , 131.17 , MWh , 1 706.70 , 
6-7 , PLN/MWh , 149.28 , MWh , 2 470.30 , 
7-8 , PLN/MWh , 179.03 , MWh , 1 373.00 , 
8-9 , PLN/MWh , 199.05 , MWh , 1 745.50 , 
9-10 , PLN/MWh , 198.84 , MWh , 1 858.00 , 
10-11 , PLN/MWh , 197.63 , MWh , 1 821.40 , 
11-12 , PLN/MWh , 200.01 , MWh , 1 880.50 , 
12-13 , PLN/MWh , 198.35 , MWh , 1 714.00 , 
13-14 , PLN/MWh , 185.35 , MWh , 1 745.30 , 
14-15 , PLN/MWh , 177.64 , MWh , 2 062.60 , 
15-16 , PLN/MWh , 171.30 , MWh , 2 123.60 , 
16-17 , PLN/MWh , 165.82 , MWh , 2 122.60 , 
17-18 , PLN/MWh , 163.84 , MWh , 2 053.10 , 
18-19 , PLN/MWh , 171.98 , MWh , 1 850.60 , 
19-20 , PLN/MWh , 175.50 , MWh , 2 003.60 , 
20-21 , PLN/MWh , 176.35 , MWh , 2 042.30 , 
21-22 , PLN/MWh , 173.86 , MWh , 1 923.00 , 
22-23 , PLN/MWh , 154.30 , MWh , 3 222.00 , 
23-24 , PLN/MWh , 142.98 , MWh , 2 514.70 , 
0-1 , PLN/MWh , 138.71 , MWh , 2 032.10 , 
1-2 , PLN/MWh , 137.03 , MWh , 1 722.60 , 
2-3 , PLN/MWh , 133.09 , MWh , 1 742.90 , 
3-4 , PLN/MWh , 132.39 , MWh , 1 717.10 , 
4-5 , PLN/MWh , 131.50 , MWh , 1 786.60 , 
5-6 , PLN/MWh , 134.27 , MWh , 1 908.00 , 
6-7 , PLN/MWh , 153.03 , MWh , 2 273.30 , 
7-8 , PLN/MWh , 174.69 , MWh , 1 488.20 , 
8-9 , PLN/MWh , 186.65 , MWh , 1 828.80 , 
9-10 , PLN/MWh , 191.87 , MWh , 2 059.20 , 
10-11 , PLN/MWh , 188.84 , MWh , 2 159.80 , 
11-12 , PLN/MWh , 187.87 , MWh , 2 400.00 , 
12-13 , PLN/MWh , 187.20 , MWh , 2 428.00 , 
13-14 , PLN/MWh , 189.49 , MWh , 2 373.70 , 
14-15 , PLN/MWh , 179.05 , MWh , 2 235.00 , 
15-16 , PLN/MWh , 175.70 , MWh , 2 132.20 , 
16-17 , PLN/MWh , 171.15 , MWh , 1 974.50 , 
17-18 , PLN/MWh , 174.19 , MWh , 2 061.80 , 
18-19 , PLN/MWh , 179.48 , MWh , 2 078.80 , 
19-20 , PLN/MWh , 183.55 , MWh , 2 228.20 , 
20-21 , PLN/MWh , 184.97 , MWh , 2 361.30 , 
21-22 , PLN/MWh , 177.10 , MWh , 2 451.10 , 
22-23 , PLN/MWh , 163.79 , MWh , 3 195.90 , 
23-24 , PLN/MWh , 149.41 , MWh , 3 521.40 , 
0-1 , PLN/MWh , 141.10 , MWh , 3 369.90 , 
1-2 , PLN/MWh , 136.77 , MWh , 3 143.50 , 
2-3 , PLN/MWh , 137.23 , MWh , 2 726.40 , 
3-4 , PLN/MWh , 135.63 , MWh , 2 438.50 , 
